titulo,subtitulo,texto,data,url,portal,vies_politico
Hospital confirma previsão de alta de Bolsonaro para sexta,Novo boletim médico confirma previsão de alta do ex-presidente adiantada na véspera pelo médico dele. Leia na Gazeta do Povo.,"O Hospital DF Star, em Brasília, onde o ex-presidente Jair Bolsonaro (PL) está internado desde a semana passada, confirmou nesta quinta (26) a previsão de alta para o próximo dia. Bolsonaro está em tratamento contra umagrave pneumonia nos dois pulmões contraída na cela em que estava preso no 19º Batalhão da Polícia Militar desde janeiro.

Essa possibilidade foi adiantada na quarta (25) pelo médico Brasil Caiado, da equipe que atende o ex-presidente.

""No momento encontra-se sem sinais de infecção aguda, com boa evolução clínica. Deverá permanecer em vigilância clínica pelas próximas 24 horas, com previsão de alta hospitalar no dia 27 de março"", afirmou o novo boletim médico divulgado nesta tarde (veja na íntegra mais abaixo).

Após deixar o hospital, Bolsonaro passará à prisão domiciliar temporária por 90 dias para se recuperar da doença respiratória, conforme autorizou o ministro Alexandre de Moraes, do Supremo Tribunal Federal (STF), na última terça (24).

Segundo Brasil Caiado, o ex-presidente passará por ""mecanismos de fisioterapia intensa"", além de acompanhamento de um nutricionista. Para o cardiologista, a recuperação em casa propiciará ""um ambiente humanamente mais saudável"", mas pontuou a importância de manutenção dos cuidados médicos, ""talvez até mais intensos"".

""Nós já estamos preparados, o ambiente domiciliar já foi também preparado, está em preparação pela família, porque a decisão foi bastante recente, para ser adequada para que nós tivéssemos a redução de riscos para ele no ambiente residencial"", afirmou em referência à decisão de Moraes.

Boletim médico

Veja abaixo a íntegra do boletim médico do ex-presidente divulgado nesta quinta (26):

O ex-presidente Jair Messias Bolsonaro permanece internado no hospital DF Star, após diagnóstico de pneumonia bacteriana bilateral decorrente de episódio de broncoaspiração. No momento encontra-se sem sinais de infecção aguda, com boa evolução clínica. Deverá permanecer em vigilância clínica pelas próximas 24 horas",Data Indisponível,https://www.gazetadopovo.com.br/republica/hospital-confirma-previsao-alta-bolsonaro-sexta/#comentarios?ref=comentarios-materia,gazetadopovo,NEUTRO
Nikolas Ferreira vence na 2ª instância e condenação por críticas a pessoas trans é anulada,"No Dia da Mulher de 2023, deputado colocou peruca para dizer que mulheres estão perdendo seu espaço para homens que se sentem mulheres"".","No Dia Internacional da Mulher de 2023, deputado colocou peruca para dizer que mulheres estão perdendo seu espaço para homens que se sentem mulheres"". (Foto: Pablo Valadares / Câmara dos Deputados )

A 4ª Turma Cível do Tribunal de Justiça do Distrito Federal e dos Territórios (TJDFT) derrubou, na sessão desta quarta-feira (25), uma decisão da juíza Priscila Faria da Silva, da 12ª Vara Cível de Brasília, que condenava o deputado federal Nikolas Ferreira a pagar R$ 200 mil em indenização por danos morais coletivos por ter utilizado uma peruca na sessão do Dia Internacional da Mulher de 2023 e ter feito críticas a pessoas transexuais.

A decisão é desta quinta-feira (26), em desfavor da Aliança Nacional LGBTI e da Associação Brasileira de Famílias Homotransafetivas (Abrafh). Ao colocar o acessório, o parlamentar apresentou-se como ""deputada Nikole"" e alegou que ""as mulheres estão perdendo seu espaço para homens que se sentem mulheres"".

""E pra vocês terem ideia do perigo de tudo isso, vocês podem se perguntar 'Qual que é o perigo disso, deputada Nikole?'. Eu respondo: sabe por quê? Porque eles estão querendo colocar uma imposição de uma realidade que não é a realidade. Eu, por exemplo, posso ir pra cadeia caso eu seja condenado por transfobia. E por quê? Por que eu xinguei? Por que eu pedi pra matar? Não, porque no Dia Internacional das Mulheres, há dois anos, eu parabenizei as mulheres XX. Ou seja, na verdade é uma imposição. Ou você concorda com o que eles estão dizendo, ou, caso contrário, você é um transfóbico, homofóbico e preconceituoso"", completou Nikolas.

Na primeira instância, a magistrada negou a aplicação da imunidade parlamentar, alegando que ""é possível restringir a liberdade de expressão quando o discurso é utilizado para praticar ou incitar conduta criminosa, com o único objetivo de ofender, ou mesmo para difundir o ódio contra grupos vulneráveis"".

""A conclusão a que se chega é a de que os dizeres proferidos pelo réu no púlpito da tribuna da Câmara do",Data Indisponível,https://www.gazetadopovo.com.br/republica/nikolas-ferreira-vence-na-segunda-instancia-e-condenacao-por-criticas-a-pessoas-trans-e-anulada/,gazetadopovo,DIREITA
Associação reclama de limite a penduricalhos e de salário de juízes,A Associação dos Magistrados Brasileiros (AMB) foi ao STF reclamar de decisões que limitaram pagamento de penduricalhos.,"A Associação dos Magistrados Brasileiros (AMB) foi nesta quarta-feira (25) ao Supremo Tribunal Federal (STF) para reclamar das decisões que colocaram limites ao pagamento de verbas indenizatórias acima do teto constitucional — os chamados “penduricalhos”. Para a entidade de classe, a decisão aprofundaria uma suposta “defasagem” nos salários de juízes, o que poderia comprometer a “atratividade” da carreira.

Nesta semana, o STF estabeleceu um limite para o pagamento dos benefícios, mas manteve algumas verbas fora do teto. Enquanto para todo o funcionalismo é de R$ 46 mil (equivalente ao de um ministro do STF), alguns magistrados podem receber bonificações que elevam em 30% a remuneração mensal, para até R$ 78 mil. Ainda assim, a AMB alega defasagem salarial.

“Houve uma perda de valor real de cerca de 54% na remuneração da magistratura”, declarou o advogado Alberto Pavie Ribeiro, representante da entidade. Segundo ele, os concursos públicos não estariam conseguindo “preencher as vagas disponíveis” porque a carreira “deixou de ser atrativa”, o que geraria uma suposta dificuldade na reposição de quadros no Judiciário.

O advogado reforçou que as entidades não defendem verbas extraordinárias fora do teto, mas sim a preservação de um nível remuneratório que assegure uma carreira sustentável financeiramente.

“Não estamos defendendo parcelas fora do teto, mas a manutenção de um valor que torne a carreira atrativa, sob pena de, em breve, não termos juízes em número suficiente para atender à sociedade brasileira”, completou o advogado.

“Poucos juízes”

A AMB alegou que a Lei Orgânica da Magistratura (Loman) estabeleceu como parâmetro ideal de julgamento o número de 300 processos por magistrado ao ano — o que representaria “mais de um processo por dia útil”. No entanto, os 18 mil juízes em atividade no país enfrentariam uma demanda “infinitamente superior”.

Dados do Conselho Nacional de Justiça citados pela AMB indicam que o Brasil terá 75 milhões de processos a serem julg",Data Indisponível,https://www.gazetadopovo.com.br/republica/associacao-reclama-de-limite-a-penduricalhos-de-salarios-defasados-e-alega-excesso-de-trabalho-para-juizes-no-brasil/,gazetadopovo,DIREITA
"Dia Moodley, o pastor preso por divulgar sua fé em praça pública","O que chama a atenção no caso de Dia Moodley não é apenas a prisão em si, mas o mecanismo psicológico e institucional que ela revela.","Há um tipo de tirania que não precisa de ideologia explícita nem de tribunais de exceção. Ela se instala com crachá, protocolo e uma palavra-chave que serve para tudo: “ordem pública”. A partir daí, o Estado deixa de punir atos – passa a “gerir sensibilidades”. E, quando isso acontece, a liberdade de expressão vira um privilégio condicional, revogável ao primeiro telefonema de quem se diz ofendido.

É nesse terreno pantanoso que se insere o episódio envolvendo o pastor cristão Dia Moodley, 58 anos, detido no centro de Bristol, na Inglaterra, após pregar em via pública. Seu “delito” foi tocar em dois pontos que a nova religião civil do Ocidente declarou impronunciáveis: de um lado, afirmar a evidência elementar do sexo biológico e criticar a visão ideológica do transgenerismo; de outro, fazer aquilo que toda tradição missionária sempre fez – comparar teologias, distinguir crenças, discutir doutrinas – incluindo, inevitavelmente, o islamismo.

É assim que nasce o novo modelo de censura: não é preciso provar que houve crime; basta registrar que houve desconforto. E, quando o desconforto vira critério de intervenção, o espaço público deixa de ser arena de debate e vira sala de aula infantil, onde o professor – o Estado – pune quem disse a frase proibida

Não se fala, aqui, de um discurso armado feito por Dia Moodley, de uma convocação à violência nem de incitação a linchamentos. Trata-se, simplesmente, da exposição pública de convicções religiosas e morais – aquilo mesmo que a retórica da sociedade aberta costuma aplaudir, até o instante em que o conteúdo se torna inconveniente a determinados grupos intocáveis.

É nesse ponto que a discussão precisa deslocar-se do varejo emocional (“eu gosto do que ele disse?”) para o atacado jurídico (“o Estado pode algemar um cidadão por expressar convicções incômodas?”).

No contexto europeu, a proteção é clara: a Convenção Europeia dos Direitos Humanos protege tanto a liberdade de expressão (art. 10) quanto a dimensão externa da lib",Data Indisponível,https://www.gazetadopovo.com.br/opiniao/artigos/dia-moodley-pluralismo-estado-oprime-conviccoes-religiosas/#comentarios?ref=comentarios-materia,gazetadopovo,DIREITA
Fim do casamento? Desaprovação pode afastar Lula do STF,"No programa Última Análise desta quarta-feira (25), convidados falam sobre desaprovação de Lula e o possível afastamento do STF.","A desaprovação do presidente Lula (PT) cresce à medida que as eleições de outubro se aproximam. O petista é desaprovado por 61% dos brasileiros, segundo levantamento do PoderData, o pior desempenho nos últimos dois anos. E, para uma ala do governo, a explicação pode estar em outro poder da República: o Supremo Tribunal Federal (STF).

Cresce a expecativa de que, na campanha à reeleição, o petista possa abraçar a defesa de uma ampla Reforma do Judiciário. O assunto vem sendo abordado nos debates internos pelo presidente da sigla, Edinho Silva, e já foi tratado, inclusive, em uma recente resolução da legenda. É o fim do longo casamento entre Executivo e Judiciário?

Este será o ponto de partida do programa Última Análise desta quarta-feira (25). Hoje participam do programa o ex-procurador Deltan Dallagnol, o escritor Francisco Escorsim e a advogada Fabiana Barroso.

Misoginia é equiparada ao racismo

O programa também irá abordar o projeto de lei, aprovado pelo Senado Federal nesta nesta terça-feira (24), que equipara a misoginia, que consiste na manifestação de ódio ou aversão a mulheres, ao crime de racismo. Aprovado por unanimidade, com 67 votos favoráveis, o texto vai seguir para análise na Câmara dos Deputados.

A prisão domiciliar de Bolsonaro

Outro tema do programa serão as rígidas regras, determinadas pelo ministro Alexandre de Moraes, para a prisão domiciliar do ex-presidente Jair Bolsonaro (PL). O juiz proibiu qualquer visita que não seja de familiares próximos, advogados e médicos. Ainda, entre as demais limitações, está o uso de tornozeleira eletrônica com monitoramento no perímetro da residência de Bolsonaro na capital federal.

STF julga prorrogação de CPMI do INSS

Os convidados vão falar a respeito dos próximos passos da decisão do ministro André Mendonça, que determinou a prorrogação da CPMI do INSS. A liminar do ministro ainda precisará ser referendada pelos demais ministros da Corte e poderá, em breve, colocar os magistrados em conflito.

Delações ",Data Indisponível,https://www.gazetadopovo.com.br/ultima-analise/fim-do-casamento-desaprovacao-recorde-pode-afastar-lula-do-stf/,gazetadopovo,NEUTRO
Lula sanciona PL antifacção: veja o que muda e os vetos,"Conheça os detalhes do PL antifacção sancionado por Lula, incluindo as novas penas para crimes de domínio social e os vetos aplicados ao projeto.","Nesta terça-feira (24), o presidente Lula sancionou o PL antifacção, que endurece o combate ao crime organizado no Brasil. O texto cria penas severas para o domínio de cidades, mas recebeu vetos pontuais em trechos que geravam disputas por recursos e dúvidas sobre direitos constitucionais.

O que muda com a criação do crime de domínio social estruturado?

A nova lei cria uma categoria específica de crime para punir táticas típicas de facções, como o fechamento de cidades (conhecido como novo cangaço), a instalação de barricadas e ataques a serviços públicos essenciais. Quem for condenado por essas práticas pode enfrentar penas de 20 a 40 anos de prisão, refletindo um endurecimento na punição contra quem tenta controlar territórios à força.

Por que Lula defendeu o fim do auxílio-reclusão para esses detentos?

Apesar das críticas técnicas do Ministério da Justiça, o presidente manteve o trecho que corta o auxílio pago a dependentes de presos enquadrados nessa lei. Para ele, a medida serve como um alerta ao criminoso de que a sua família também sofrerá as consequências de seus atos. O auxílio-reclusão é um benefício previdenciário pago aos dependentes do trabalhador que contribuía com o INSS e foi preso.

O que aconteceu com a regra sobre o título de eleitor de presos provisórios?

Lula manteve a determinação de cancelamento do título eleitoral para quem estiver em prisão provisória sob as regras do PL antifacção. A medida é polêmica porque, tecnicamente, a prisão provisória ocorre antes de uma condenação definitiva. A área técnica do governo havia sugerido veto por considerar o trecho inconstitucional, mas o presidente optou por seguir o texto aprovado pela Câmara.

Por que o governo vetou a divisão de bens apreendidos com os estados?

O texto original previa que 50% dos bens apreendidos em operações conjuntas entre a Polícia Federal e policiais civis fossem para cofres estaduais. O governo atendeu a um pedido da Polícia Federal e vetou o trecho, argumentando que ess",Data Indisponível,https://www.gazetadopovo.com.br/republica/quem-foi-atingido-pelos-vetos-de-lula-no-novo-projeto-de-lei-antifaccao/#comentarios?ref=comentarios-materia,gazetadopovo,NEUTRO
Polícia faz ação contra suspeitos de dar golpes com o nome Havan,A Polícia Civil de Santa Catarina fez uma operação contra suspeitos acusados de dar golpes em nome da Havan.,"A Polícia Civil de Santa Catarina informou ter realizado, nesta quinta-feira (26), uma operação para reprimir uma organização criminosa especializada em fraudes e lavagem de dinheiro. As investigações mostraram que ao menos sete criminosos usaram o nome da loja Havan para desviar R$ 576 mil em um único dia.

Segundo a polícia, foram cumpridos dez mandados de busca e apreensão em cidades de São Paulo, como Valinhos e Caraguatatuba, além de Ponta Grossa (PR) e Viçosa (MG). A ação contou com o apoio das Polícias Civis dos respectivos estados. A ação foi batizada de “Operação Dublê”, em função do uso do nome da rede Havan.

Ainda de acordo com a investigação policial, as investigações mostraram que os suspeitos abriram, de modo fraudulento, uma conta bancária em nome da rede de lojas catarinense junto a uma plataforma de pagamentos, com uso indevido de seus dados empresariais e sem a autorização dos representantes legais.

A rede de lojas Havan divulgou nota em que diz que “não realiza investimentos, não pede depósitos, não solicita transferências, nem faz o cartão Havan de forma virtual”, e que alguém que receba uma proposta do tipo “precisa desconfiar”.

Apenas no dia 14 de agosto do ano passado, a conta fraudulenta recebeu mais de meio milhão de reais no período de 24 horas, provenientes de vítimas de golpes aplicados em diversos estados do país. Após o recebimento, os valores eram rapidamente transferidos para contas de ""laranjas"" vinculadas ao grupo criminoso, sendo então pulverizados por meio de diversas transações para dificultar o rastreamento da origem ilícita dos recursos.

Prática de lavagem de dinheiro

A análise financeira identificou a utilização de mecanismos típicos de lavagem de dinheiro, como a divisão dos valores em pequenas somas, transferências repetidas para contas de terceiros, repasses imediatos de valores idênticos (mirroring), utilização de empresas para dissimulação da origem dos recursos e dispersão sistemática de capital entre os diversos en",Data Indisponível,https://www.gazetadopovo.com.br/republica/policia-faz-operacao-contra-suspeitos-de-usar-nome-da-loja-havan-para-golpes-milionarios/#comentarios?ref=comentarios-materia,gazetadopovo,NEUTRO
Os objetivos americanos na Guerra do Irã: China e Rússia,Uma derrota do Irã também poderá causar danos à imagem de China e Rússia como pretensos líderes em uma nova ordem multipolar,"O atual conflito entre EUA e Israel contra o Irã pode ser analisado sob vários pontos de vista. Este ensaio visa abordar alguns deles e, prioritariamente, os geopolíticos e as suas consequências geoeconômicas.

A guerra atual não começou no sábado, 28 de fevereiro, mas com os ataques do Hamas, proxy iraniano, a Israel, em 7 de outubro de 2023, nos quais mais de 1.200 pessoas foram mortas e mais de 250 tornadas reféns pelo grupo terrorista. Além da resposta israelense diretamente contra o Hamas, na qual o número de fatalidades entre palestinos ultrapassa 70.000, segundo várias fontes, Israel, além de praticamente eliminar a capacidade operacional desse grupo armado, atacou e reduziu expressivamente o poder militar de vários outros proxies iranianos, como o Hezbollah, os Houthis e outros que agem na Cisjordânia, Iraque e Síria. Em determinado momento, as Forças de Defesa de Israel estavam lutando, simultaneamente, em sete frentes de combate, incluindo o próprio Irã.

Dando prosseguimento à guerra entre Israel e Irã, em 22 de junho de 2025, os EUA desencadearam, de forma combinada com Israel, a Operação Midnight Hammer, que envolveu bombardeiros B-2 Spirit, mísseis Tomahawk e cerca de 125 aeronaves, atingindo Fordow, Natanz e Isfahan. Foi o primeiro ataque direto dos EUA ao território iraniano desde 1988, no que ficou conhecido como “Guerra dos 12 Dias”. Na ocasião, americanos e israelenses obtiveram superioridade aérea significativa, voando com certa liberdade pelos céus iranianos para destruir alvos de interesse operacional, inclusive os relacionados ao programa nuclear do país. Em consequência dessas operações, dos danos sofridos ao longo de mais de dois anos de guerra, além das sanções econômicas impostas ao país persa devido a seu programa nuclear, o Irã nunca esteve tão fragilizado e vulnerável a ações militares como em fevereiro de 2026.

Do ponto de vista jurídico, todos os países envolvidos no conflito atual violaram o Direito Internacional: EUA e Israel ataca",Data Indisponível,https://www.gazetadopovo.com.br/opiniao/artigos/os-objetivos-geopoliticos-americanos-na-guerra-do-ira-china-e-russia/,gazetadopovo,NEUTRO
Gilmar repreende deputados no julgamento da CPMI do INSS,Gilmar Mendes criticou a atuação da CPMI do INSS e deu uma bronca pública nos parlamentares que acompanham o julgamento no plenário.,"Gilmar Mendes criticou a atuação da CPMI do INSS e deu uma bronca pública nos parlamentares que acompanham o julgamento no plenário. (Foto: Rosinei Coutinho/STF )

O ministro do Supremo Tribunal Federal (STF) Gilmar Mendes fez uma reprimenda pública, nesta quinta-feira (26), aos deputados que acompanham no plenário da Corte o julgamento sobre a prorrogação da CPMI do INSS. O decano mencionou que conversas íntimas de Daniel Vorcaro, dono do Banco Master, foram vazadas “para festejo geral”.

Ele classificou o episódio como “deplorável, lamentável e criminoso”. Gilmar interrompeu a fala do ministro Flávio Dino e destacou que a quebra de sigilos sem fundamentação é inconstitucional.

“É muito curioso, ministro Dino, esse aspecto, porque se invoca esse poder de autoridade judicial, e é bom que os parlamentares que estão aqui possam escutar isso. Autoridade judicial decide com fundamento”, disse.

VEJA TAMBÉM: STF julga a prorrogação da CPMI do INSS

“Não é preciso ser alfabetizado para saber que isso é inconstitucional. Por que? Porque o juiz que decide sem fundamentação produziu um nada jurídico. E quando os senhores se investem neste poder tem que atuar como juízes. Como também é deplorável que quebram sigilo e divulguem, vazem. Abominável”, destacou Gilmar.

“É criminoso”, acrescentou o ministro Alexandre de Moraes.

“É crime. Trata-se de uma prática de crime coletivo. O crime coletivo não os anonimiza”, ressaltou Gilmar, apontando para a plateia.

O senador Carlos Viana (Podemos-MG), presidente da CPMI do INSS, e os deputados Marcel van Hattem (Novo-RS), Sóstenes Cavalcante (PL-RJ), Alfredo Gaspar (União-AL), Bia Kicis (PL-DF) e Hélio Lopes (PL-RJ) acompanham a sessão no plenário.

“Os senhores já sabem disso. Poder envolve responsabilidade. É isso que o texto constitucional exige. Quem tem poder, tem responsabilidade. Por isso que nós cuidamos. Processo sob sigilo aqui submetem-se a essa regra. Nós não vamos. Não se pode vazar”, afirmou o decano.

O ministro André M",Data Indisponível,https://www.gazetadopovo.com.br/republica/gilmar-repreende-deputados-no-julgamento-da-cpmi-do-inss-falta-de-escrupulos/#comentarios?ref=comentarios-materia,gazetadopovo,NEUTRO
Alcolumbre e STF: entenda o impasse na CPMI do INSS,Assista ao embate entre Alcolumbre e STF sobre a CPMI do INSS. Entenda a liminar de Mendonça e as resistências políticas no Senado.,"O presidente do Congresso, Davi Alcolumbre, busca caminhos jurídicos para barrar a continuidade da CPMI do INSS após uma liminar do ministro André Mendonça, do STF, determinar a prorrogação dos trabalhos. O plenário da Corte decide nesta quinta-feira (26) se mantém ou derruba a decisão.

Qual foi a decisão recente do STF sobre a comissão?

O ministro André Mendonça concedeu uma decisão provisória (liminar) determinando que o requerimento de prorrogação da CPMI do INSS seja lido em até 48 horas. Caso isso não ocorra, a própria comissão está autorizada a continuar seus trabalhos automaticamente. Mendonça atendeu a um pedido da oposição, que acusa a cúpula do Legislativo de travar as investigações sobre fraudes previdenciárias.

Como Alcolumbre pretende reagir a essa ordem judicial?

O presidente do Senado acionou a Advocacia da Casa para formular uma resposta técnica. A estratégia principal é alegar que a prorrogação de uma comissão é um assunto 'interna corporis', ou seja, uma decisão exclusiva dos parlamentares na qual a Justiça não deve interferir. Ele aposta que a maioria dos ministros do Supremo possa derrubar a determinação individual de Mendonça no julgamento de plenário.

O que a CPMI está investigando atualmente?

A comissão foca em um grande esquema de descontos indevidos e fraudes no sistema do INSS. O grupo quer aprofundar a investigação sobre lobistas que circulavam no Senado, como o personagem conhecido como 'Careca do INSS'. Parlamentares da oposição desejam quebrar sigilos bancários e telefônicos de pessoas ligadas a esses suspeitos para descobrir se houve facilitação política no esquema.

Quais manobras políticas podem esvaziar os trabalhos?

Mesmo que a prorrogação seja confirmada, aliados da presidência do Congresso podem usar táticas para paralisar a comissão. Isso inclui atrasar a indicação de novos membros pelos partidos, faltar propositalmente às sessões para impedir o quórum necessário para votações ou, tecnicamente, prolongar pedidos de vista ",Data Indisponível,https://www.gazetadopovo.com.br/republica/por-que-davi-alcolumbre-resiste-a-prorrogacao-da-cpmi-do-inss/#comentarios?ref=comentarios-materia,gazetadopovo,NEUTRO
Durigan fala em nova subvenção ao diesel e propõe dividir a conta com estados,Governo já zerou impostos e reservou R$ 10 bilhões para conter ameaça de crise rodoviária em pleno ano eleitoral.,"O novo ministro da Fazenda, Dario Durigan, disse que o governo pretende criar uma nova subvenção a importadores de diesel, com vigência até 31 de maio. O benefício seria de R$ 1,20 por litro importado, mas a conta não ficaria apenas para o governo federal: metade dela seria coberta pelos estados.

""Em vez de falar em retirada de ICMS, nós vamos ambos, União e estados, trabalhar na linha de subvenção aos importadores de diesel. Importadores de diesel vão ter uma espécie de controle junto à União na litragem importada, no valor do ICMS, de R$ 1,20 por litro, sendo que R$ 0,60 será pago pelos estados e R$ 0,60 pela União"", afirmou Durigan, em entrevista à imprensa concedida nesta terça-feira (24).

O Comitê de Política Monetária (Copom) considerou o cenário de tensões no Oriente Médio para fixar a taxa básica de juros (Selic) em 14,75%, como um fator que impediu uma redução menor do que o esperado. Na mesma reunião, porém, o colegiado levou em conta o que considera um desânimo do governo em manter a disciplina fiscal.

Primeira subvenção não impediu Petrobras de reajustar diesel

Com subvenção, governo pretende combater alta no frete enquanto gera despesa de R$ 10 bilhões ao contribuinte. (Foto: Fabio Rodrigues-Pozzebom/ Agência Brasil)

No dia 12 de março, o governo federal anunciou o investimento de R$ 10 bilhões em uma subvenção de até R$ 0,32 por litro. A Petrobras aderiu à ajuda, mas no mesmo dia anunciou um reajuste de R$ 0,38. De acordo com a presidente da estatal, Magda Chambriard, o aumento poderia chegar a R$ 0,70 sem a subvenção.

Diante do fechamento do Estreito de Ormuz em pleno ano eleitoral, o governo do presidente Lula (PT) corre contra o tempo para evitar uma crise que pode encarecer o preço ao consumidor final, ao mesmo tempo em que contém uma paralisação de caminhoneiros que pedem mais rigor na fiscalização do piso mínimo do frete. Além das subvenções, Lula zerou PIS e Cofins das produtoras, pedindo que os estados fizessem o mesmo em relação ao ICMS.",Data Indisponível,https://www.gazetadopovo.com.br/economia/durigan-fala-em-nova-subvencao-ao-diesel-e-propoe-dividir-a-conta-com-estados/#comentarios?ref=comentarios-materia,gazetadopovo,NEUTRO
CPMI do INSS deve desistir de tentar ouvir ex-noiva de Vorcaro,"Presidente da comissão, Carlos Viana, diz que não irá mais insistir de tentar ouvir modelo que mora nos Estados Unidos. Leia na Gazeta do Povo.","Banqueiro foi preso após decisão monocrática de André Mendonça por risco de obstrução às investigações. (Foto: SAP-SP/EFE )

O presidente da CPMI do INSS, senador Carlos Viana (Podemos-MG), afirmou nesta quarta (25) que o colegiado pode desistir de continuar tentando convocar a ex-noiva do banqueiro preso Daniel Vorcaro, Martha Graeff, para prestar depoimento sobre seu envolvimento com o empresário. Mensagens da investigação da Polícia Federal vazadas à imprensa apontam proximidade e diálogo entre eles sobre autoridades dos Três Poderes.

Martha Graeff faltou a dois depoimentos marcados para esta semana, da própria CPMI na última segunda (23) e da CPI do Crime Organizado mais cedo. Em ambas, os colegiados não conseguiram notifica-la das convocações, já que mora nos Estados Unidos.

“Não vamos insistir, ela mora nos Estados Unidos, mas se ela não aparecer conosco, tem que aparecer na CPI do Crime Organizado ou numa CPI sobre o Banco Master. Ela sabe coisas sobre movimentações financeiras e é importante explicar”, afirmou Viana em entrevista ao Estadão.

Carlos Viana afirmou acreditar que Martha Graeff só compareceria a alguma das comissões se fosse presa e julgada no Brasil.

“Pode-se pedir, pelo próprio Supremo, a prisão dela”, completou.

Apurações apontam que Vorcaro teria transferido a ela bens que somam mais de R$ 520 milhões para supostamente ocultar patrimônio das investigações, criando uma estrutura jurídica que teria a modelo como beneficiária.

O advogado dela, Lúcio de Constantino, no entanto, nega que isso tenha acontecido e que ela jamais soube de qualquer movimentação suspeita ou irregular do empresário.

De acordo com ele, Martha Graeff foi “surpreendida” pelo escândalo envolvendo Vorcaro e o Banco Master e que qualquer depoimento dela com base nas mensagens vazadas seria prejudicado por conta da decisão do ministro André Mendonça, do Supremo Tribunal Federal (STF), de vedar o acesso a mensagens íntimas entre ela e o banqueiro.

“Se o interesse de ouvi",Data Indisponível,https://www.gazetadopovo.com.br/republica/cpmi-inss-deve-desistir-tentar-ouvir-ex-noiva-vorcaro/,gazetadopovo,NEUTRO
Brasil tem 94 milhões de dependentes de bolsas do governo,No programa deste domingo (21) Cristina Graeml analisa o levantamento que mostra que 94 milhões de brasileiros dependem de auxílio do governo,"Um levantamento do Ministério do Desenvolvimento e Assistência Social aponta que 94 milhões de pessoas no Brasil dependem de algum tipo de auxílio financeiro distribuído pelo governo. Esse número, que abrange a grande maioria de beneficiários do Bolsa Família, levanta um debate sobre a criação de uma dependência de longo prazo e suas possíveis implicações políticas, especialmente com as eleições majoritárias de 2026 no horizonte.

Os dados oficiais indicam que 41,6 milhões de famílias estão inscritas no Cadastro Único do governo federal, que agrega os beneficiários do Bolsa Família e outros programas sociais. O financiamento para esses programas, que visam a assistência social, provém do dinheiro dos impostos pagos pela população.

A existência da assistência social em si, é necessária para famílias em extrema pobreza. A preocupação é que a política atual mantém as pessoas em um ciclo de dependência, sem oferecer oportunidades reais para que alcancem a independência financeira através de emprego e educação de qualidade. Essa estratégia pode ser uma forma de ""comprar mentes"" e doutrinar pessoas para garantir votos para o partido no poder, que se apresenta como o ""pai dos pobres"".

O fator eleitoral

A análise apresentada cruza o número de dependentes com o eleitorado brasileiro, estimado em cerca de 158,6 milhões de pessoas no início de 2025. Com 94 milhões de beneficiários, há uma preocupação de que as eleições de 2026 possam ser influenciadas por essa massa de eleitores, que poderia votar para manter os auxílios que recebe.

Após quase duas décadas desde o início dos programas sociais do PT, que prometiam erradicar a miséria, o número de dependentes continua a crescer. Isso leva à conclusão de que a política do partido não visa tirar as pessoas da miséria, mas sim manter uma ""massa gigantesca de dependentes do governo"" que confundem a administração pública com o partido político.",Data Indisponível,https://www.gazetadopovo.com.br/vozes/brasil-tem-94-milhoes-de-dependentes-de-bolsas-do-governo/#comentarios?ref=comentarios-materia,gazetadopovo,DIREITA
